First,Last,RookieYear,Brand,Year,CardNumber
Fred,Newman,,Topps,1966,213
Tommy,Harper,,Topps,1966,214
NL,Batting,,Topps,1966,215
AL,Batting,,Topps,1966,216
NL,Home Run,,Topps,1966,217
AL,Home Run,,Topps,1966,218
NL,Pitching,,Topps,1966,223
AL,Pitching,,Topps,1966,224
NL,Strikeout,,Topps,1966,225
AL,Strikeout,,Topps,1966,226
Russ,Nixon,,Topps,1966,227
Larry,Dierker,,Topps,1966,228
Hank,Bauer,,Topps,1966,229
Floyd,Weaver,,Topps,1966,231
Glenn,Beckert,,Topps,1966,232
Dom,Zanni,,Topps,1966,233
Rookie,Stars,,Topps,1966,234
Don,Cardwell,,Topps,1966,235
Billy,O'Dell,,Topps,1966,237
Orlando,Pena,,Topps,1966,239
Earl,Battey,,Topps,1966,240
Dennis,Ribant,,Topps,1966,241
Jesus,Alou,,Topps,1966,242
Nelson,Briles,,Topps,1966,243
Rookie,Stars -,,Topps,1966,244
John,Buzhardt,,Topps,1966,245
Ed,Bailey,,Topps,1966,246
Carl,Warwick,,Topps,1966,247
Pete,Mikkelsen,,Topps,1966,248
Bill,Rigney,,Topps,1966,249
Sammy,Ellis,,Topps,1966,250
Ed,Brinkman,,Topps,1966,251
Denny,Lemaster,,Topps,1966,252
Don,Wert,,Topps,1966,253
Fergie,Jenkins,1966,Topps,1966,254
Lew,Krausse,,Topps,1966,256
Jeff,Torborg,,Topps,1966,257
Dave,Giusti,,Topps,1966,258
Boston,Red Sox,,Topps,1966,259
Bob,Shaw,,Topps,1966,260
Ron,Hansen,,Topps,1966,261
Jack,Hamilton,,Topps,1966,262
Tom,Egan,,Topps,1966,263
Rookie,Stars -,,Topps,1966,264
Stu,Miller,,Topps,1966,265
Pedro,Gonzalez,,Topps,1966,266
Joe,Sparma,,Topps,1966,267
John,Blanchard,,Topps,1966,268
Don,Heffner,,Topps,1966,269
Claude,Osteen,,Topps,1966,270
Hal,Lanier,,Topps,1966,271
Jack,Baldschun,,Topps,1966,272
Astro,Aces Bob,,Topps,1966,273
Buster,Narum,,Topps,1966,274
Tim,McCarver,,Topps,1966,275
Jim,Bouton,,Topps,1966,276
George,Thomas,,Topps,1966,277
Cal,Koonce,,Topps,1966,278
Checklist,4,,Topps,1966,279A
(Red,cap),,Topps,1966,279B
Bobby,Knoop,,Topps,1966,280
Bruce,Howard,,Topps,1966,281
Johnny,Lewis,,Topps,1966,282
Jim,Perry,,Topps,1966,283
Bobby,Wine,,Topps,1966,284
Luis,Tiant,,Topps,1966,285
Gary,Geiger,,Topps,1966,286
Jack,Aker,1966,Topps,1966,287
Rookie,Stars,,Topps,1966,288
Larry,Sherry,,Topps,1966,289
Ron,Santo,,Topps,1966,290
Moe,Drabowsky,,Topps,1966,291
Jim,Coker,,Topps,1966,292
Mike,Shannon,,Topps,1966,293
Steve,Ridzik,,Topps,1966,294
Jim,Ray Hart,,Topps,1966,295
Johnny,Keane,,Topps,1966,296
Jim,Owens,,Topps,1966,297
Lou,Burdette,,Topps,1966,299
Greg,Bollo,,Topps,1966,301
Ernie,Bowman,,Topps,1966,302
Camilo,Pascual,,Topps,1966,305
Ty,Cline,,Topps,1966,306
Clay,Carroll,,Topps,1966,307
Tom,Haller,,Topps,1966,308
Diego,Segui,,Topps,1966,309
Frank,Robinson,,Topps,1966,310
Rookie,Stars -,,Topps,1966,311
Bob,Saverine,,Topps,1966,312
Chris,Zachary,,Topps,1966,313
Hector,Valle,,Topps,1966,314
Norm,Cash,,Topps,1966,315
Jack,Fisher,,Topps,1966,316
Dalton,Jones,,Topps,1966,317
Harry,Walker,,Topps,1966,318
Gene,Freese,,Topps,1966,319
Bob,Gibson,,Topps,1966,320
Rick,Reichardt,,Topps,1966,321
Bill,Faul,,Topps,1966,322
Ray,Barker,,Topps,1966,323
John,Boozer,,Topps,1966,324
Vic,Davalillo,,Topps,1966,325
Jerry,Grote,,Topps,1966,328
Pete,Charton,,Topps,1966,329
Ron,Fairly,,Topps,1966,330
Ron,Herbel,,Topps,1966,331
Bill,Bryan,,Topps,1966,332
Joe,Coleman,1966,Topps,1966,333
Marty,Keough,,Topps,1966,334
Juan,Pizarro,,Topps,1966,335
Gene,Alley,,Topps,1966,336
Fred,Gladdin,,Topps,1966,337
Dal,Maxvill,,Topps,1966,338
Del,Crandall,,Topps,1966,339
Dean,Chance,,Topps,1966,340
Wes,Westrum,,Topps,1966,341
Bob,Humphreys,,Topps,1966,342
Steve,Blass,,Topps,1966,344
Mike,de la Hoz,,Topps,1966,346
Phil,Regan,,Topps,1966,347
Cap,Peterson,,Topps,1966,349
Fred,Valentine,,Topps,1966,351
Bob,Aspromonte,,Topps,1966,352
Al,McBean,,Topps,1966,353
Smoky,Burgess,,Topps,1966,354
Rookie,Stars -,,Topps,1966,356
Gerry,Arrig,,Topps,1966,357
Charlie,Smith,,Topps,1966,358
Johnny,Briggs,,Topps,1966,359
Ron,Hunt,,Topps,1966,360
Tom,Satriano,,Topps,1966,361
Gates,Brown,,Topps,1966,362
Checklist,5,,Topps,1966,363
Nate,Oliver,,Topps,1966,364
Roger,Maris,,Topps,1966,365
Wayne,Causey,,Topps,1966,366
Mel,Nelson,,Topps,1966,367
Charlie,Lau,,Topps,1966,368
Jim,King,,Topps,1966,369
Chico,Cardenas,,Topps,1966,370
Lee,Stange,,Topps,1966,371
Harvey,Kuenn,,Topps,1966,372
Rookie,Stars -,,Topps,1966,373
Bob,Locker,,Topps,1966,374
Donn,Clendenon,,Topps,1966,375
Paul,Schaal,,Topps,1966,376
Turk,Farrell,,Topps,1966,377
Dick,Tracewski,,Topps,1966,378
Hank,Fischer,,Topps,1966,381
Phil,Roof,,Topps,1966,382
Jackie,Brandt,,Topps,1966,383
Al,Downing,,Topps,1966,384
Ken,Boyer,,Topps,1966,385
Gil,Hodges,,Topps,1966,386
Howie,Reed,,Topps,1966,387
Don,Mincher,,Topps,1966,388
Jim,O'Toole,,Topps,1966,389
Chuck,Hinton,,Topps,1966,391
Rookie,Stars -,,Topps,1966,392
George,Brunet,,Topps,1966,393
Ron,Brand,,Topps,1966,394
Len,Gabrielson,,Topps,1966,395
Bill,White,,Topps,1966,397
Danny,Cater,,Topps,1966,398
Ray,Washburn,,Topps,1966,399
Ken,McMullen,,Topps,1966,401
Jim,Hickman,,Topps,1966,402
Fred,Talbot,,Topps,1966,403
Elston,Howard,,Topps,1966,405
Joey,Jay,,Topps,1966,406
John,Kennedy,,Topps,1966,407
Lee,Thomas,,Topps,1966,408
Billy,Hoeft,,Topps,1966,409
Al,Kaline,,Topps,1966,410
Gene,Mauch,,Topps,1966,411
Sam,Bowens,,Topps,1966,412
Johnny,Romano,,Topps,1966,413
Dan,Coombs,,Topps,1966,414
Max,Alvis,,Topps,1966,415
Phil,Ortega,,Topps,1966,416
Rookie,Stars -,,Topps,1966,417
Phil,Gagliano,,Topps,1966,418
Mike,Ryan,,Topps,1966,419
Juan,Marichal,,Topps,1966,420
Roy,McMillan,,Topps,1966,421
Ed,Charles,,Topps,1966,422
Ernie,Broglio,,Topps,1966,423
Rookie,Stars -,,Topps,1966,424
Bob,Veale,,Topps,1966,425
John,Miller,,Topps,1966,427
Sandy,Alomar,,Topps,1966,428
Sandy,Alomar,,Topps,1966,429
Don,Drysdale,,Topps,1966,430
Walt,Bond,,Topps,1966,431
Bob,Heffner,,Topps,1966,432
Alvin,Dark,,Topps,1966,433
Jim,Bunning,,Topps,1966,435
Julian,Javier,,Topps,1966,436
Al,Stanek,,Topps,1966,437
Willie,Smith,,Topps,1966,438
Pedro,Ramos,,Topps,1966,439
Deron,Johnson,,Topps,1966,440
Tommie,Sisk,,Topps,1966,441
Rookie,Stars -,,Topps,1966,442
Bill,Wakefield,,Topps,1966,443
Checklist,6,,Topps,1966,444
Jim,Kaat,,Topps,1966,445
Mack,Jones,,Topps,1966,446
Dick,Ellsw,,Topps,1966,447
Eddie,Stanky,,Topps,1966,448
Joe,Moeller,,Topps,1966,449
Tony,Oliva,,Topps,1966,450
Barry,Latman,,Topps,1966,451
Joe,Azcue,,Topps,1966,452
Ron,Kline,,Topps,1966,453
Jerry,Buche,,Topps,1966,454
Mickey,Lolich,,Topps,1966,455
Rookie,Stars -,,Topps,1966,456
Joe,Gibbon,,Topps,1966,457
Manny,Jiminez,,Topps,1966,458
Bill,McCool,,Topps,1966,459
Curt,Blefary,,Topps,1966,460
Roy,Face,,Topps,1966,461
Bob,Rodgers,,Topps,1966,462
Don,Buford,,Topps,1966,465
Ken,Johnson,,Topps,1966,466
Vic,Roznovsky,,Topps,1966,467
Johnny,Podres,,Topps,1966,468
Bobby,Murcer,1966,Topps,1966,469
Sam,McDowell,,Topps,1966,470
Bob,Skinner,,Topps,1966,471
Terry,Fox,,Topps,1966,472
Rich,Rollins,,Topps,1966,473
Dick,Schofield,,Topps,1966,474
Dick,Radatz,,Topps,1966,475
Bobby,Bragan,,Topps,1966,476
Steve,Barber,,Topps,1966,477
Tony,Gonzalez,,Topps,1966,478
Jim,Hannan,,Topps,1966,479
Dick,Stuart,,Topps,1966,480
Bob,Lee,,Topps,1966,481
Joe,Nuxhall,,Topps,1966,483
Wes,Covington,,Topps,1966,484
Bob,Bailey,,Topps,1966,485
Tommy,John,,Topps,1966,486
Al,Ferrara,,Topps,1966,487
George,Banks,,Topps,1966,488
Curt,Simmons,,Topps,1966,489
Dennis,Bennett,,Topps,1966,491
Gordy,Coleman,,Topps,1966,494
Dick,McAuliffe,,Topps,1966,495
Lindy,McDaniel,,Topps,1966,496
Rookie,Stars -,,Topps,1966,498
Wally,Bunker,,Topps,1966,499
Hank,Aaron,,Topps,1966,500
Lenny,Green,,Topps,1966,502
Steve,Hamilton,,Topps,1966,503
Grady,Hatton,,Topps,1966,504
Bo,Belinsky,,Topps,1966,506
Johnny,Edwards,,Topps,1966,507
Steve,Hargan,1966,Topps,1966,508
Jake,Wood,,Topps,1966,509
Hoyt,Wilhelm,,Topps,1966,510
Rookie,Stars -,,Topps,1966,511
Dick,Stigman,,Topps,1966,512
Camilo,Carreon,,Topps,1966,513
Hal,Woodeshick,,Topps,1966,514
Frank,Howard,,Topps,1966,515
Eddie,Bressoud,,Topps,1966,516
Checklist,7,,Topps,1966,517A
Bob,Friend,,Topps,1966,519
Jim,Wynn,,Topps,1966,520
John,Wyatt,,Topps,1966,521
Phil,Linz,,Topps,1966,522
Bob,Sadowski,,Topps,1966,523
Rookie,Stars -,,Topps,1966,524
Gary,Bell,,Topps,1966,525
Julio,Navarro,,Topps,1966,527
Jesse,Gonder,,Topps,1966,528
Rookie,Stars -,,Topps,1966,529
Robin,Roberts,,Topps,1966,530
Joe,Cunningham,,Topps,1966,531
Jerry,Adair,,Topps,1966,533
Rookie,Stars -,,Topps,1966,534
Willie,Davis,,Topps,1966,535
Dick,Egan,,Topps,1966,536
Herman,Franks,,Topps,1966,537
Bob,Allen,,Topps,1966,538
Rookie,Stars -,,Topps,1966,539
Denny,McLain,,Topps,1966,540
Gene,Oliver,,Topps,1966,541
George,Smith,,Topps,1966,542
Roger,Craig,,Topps,1966,543
Rookie,Stars -,,Topps,1966,544
Dick,Green,,Topps,1966,545
Dwight,Siebler,,Topps,1966,546
Horace,Clarke,,Topps,1966,547
Gary,Kroll,,Topps,1966,548
Rookie,Stars -,,Topps,1966,549
Willie,McCovey,,Topps,1966,550
Bob,Purkey,,Topps,1966,551
Rookie,Stars,,Topps,1966,553
Jim,Northrup,,Topps,1966,554
Ron,Perranoski,,Topps,1966,555
Mel,Queen,,Topps,1966,556
Felix,Mantilla,,Topps,1966,557
George,Scott,,Topps,1966,558
Roberto,Pena,,Topps,1966,559
Joel,Horlen,,Topps,1966,560
Cho,Cho,,Topps,1966,561
Russ,Snyder,,Topps,1966,562
Rookie,Stars -,,Topps,1966,563
Bob,Chance,,Topps,1966,564
Jimmy,Piersall,,Topps,1966,565
Mike,Cuellar,,Topps,1966,566
Dick,Howser,,Topps,1966,567
Rookie,Stars -,,Topps,1966,568
Art,Mahaffey,,Topps,1966,570
Dave,Roberts,,Topps,1966,571
Bob,Priddy,,Topps,1966,572
Rookie,Stars -,,Topps,1966,574
Earl,Wilson,,Topps,1966,575
Dave,Nicholson,,Topps,1966,576
Chi,Chi Olivo,,Topps,1966,578
Davey,Johnson,,Topps,1966,579
Billy,Williams,,Topps,1966,580
Tony,Martinez,,Topps,1966,581
Garry,Roggenburk,,Topps,1966,582
Rookie,Stars -,,Topps,1966,584
Tony,Taylor,,Topps,1966,585
Claude,Raymond,,Topps,1966,586
Dick,Bertell,,Topps,1966,587
Rookie,Stars -,,Topps,1966,588
Lou,Klimchock,,Topps,1966,589
Bill,Skowron,,Topps,1966,590
Grant,Jackson,1966,Topps,1966,591
Andre,Rodgers,,Topps,1966,592
Doug,Camilli,,Topps,1966,593
Chico,Salmon,,Topps,1966,594
Larry,Jackson,,Topps,1966,595
Nate,Colbert,1966,Topps,1966,596
John,Sullivan,,Topps,1966,597
Gaylord,Perry,,Topps,1966,598
The,Champs,,Topps,1967,1
Jack,Hamilton,,Topps,1967,2
Duke,Sims,,Topps,1967,3
Hal,Lanier,,Topps,1967,4
Whitey,Ford,,Topps,1967,5
Dick,Simpson,,Topps,1967,6
Don,McMahon,,Topps,1967,7
Chuck,Harrison,,Topps,1967,8
Ron,Hansen,,Topps,1967,9
Matty,Alou,,Topps,1967,10
Barry,Moore,,Topps,1967,11
Rookie,Stars - Jim Campanis RC/ Bill Singer,,Topps,1967,12
Joe,Sparma,,Topps,1967,13
Phil,Linz,,Topps,1967,14
Earl,Battey,,Topps,1967,15
Bill,Hands,,Topps,1967,16
Jim,Gosger,,Topps,1967,17
Gene,Oliver,,Topps,1967,18
Jim,McGlothlin,,Topps,1967,19
Orlando,Cepeda,,Topps,1967,20
Dave,Bristol,,Topps,1967,21
Gene,Brabender,,Topps,1967,22
Bob,Allen,,Topps,1967,24
Elston,Howard,,Topps,1967,25
Bob,Priddy NTR,,Topps,1967,26A
Bob,Saverine,,Topps,1967,27
Barry,Latman,,Topps,1967,28
Tom,McCraw,,Topps,1967,29
Al,Kaline,,Topps,1967,30
Jim,Brewer,,Topps,1967,31
Bob,Bailey,,Topps,1967,32
Sal,Bando,1967,Topps,1967,33
Pete,Cimino,,Topps,1967,34
Rico,Carty,,Topps,1967,35
Bob,Tillman,,Topps,1967,36
Rick,Wise,,Topps,1967,37
Bob,Johnson,,Topps,1967,38
Curt,Simmons,,Topps,1967,39
Rick,Reichardt,,Topps,1967,40
Joe,Hoerner,,Topps,1967,41
Chico,Salmon,,Topps,1967,43
Joe,Nuxhall,,Topps,1967,44
Roger,Maris,,Topps,1967,45A
Lindy,McDaniel,,Topps,1967,46
Ken,McMullen,,Topps,1967,47
Bill,Freehan,,Topps,1967,48
Roy,Face,,Topps,1967,49
Tony,Oliva,,Topps,1967,50
Rookie,Stars -,,Topps,1967,51
Dennis,Higgins,,Topps,1967,52
Clay,Dalrymple,,Topps,1967,53
Dick,Green,,Topps,1967,54
Don,Drysdale,,Topps,1967,55
Jose,Tartabull,,Topps,1967,56
Pat,Jarvis,1967,Topps,1967,57
Paul,Schaal,,Topps,1967,58A
Ralph,Terry,,Topps,1967,59
Luis,Aparicio,,Topps,1967,60
Gordy,Coleman,,Topps,1967,61
Frank,Robinson CL1,,Topps,1967,62
Cards,Clubbers,,Topps,1967,63
Fred,Valentine,,Topps,1967,64
Tom,Haller,,Topps,1967,65
Manny,Mota,,Topps,1967,66
Ken,Berry,,Topps,1967,67
Bob,Buhl,,Topps,1967,68
Vic,Davalillo,,Topps,1967,69
Ron,Santo,,Topps,1967,70
Camilo,Pascual,,Topps,1967,71
Rookie,Stars -,,Topps,1967,72
Rusty,Staub,,Topps,1967,73
Wes,Stock,,Topps,1967,74
George,Scott,,Topps,1967,75
Jim,Barbieri,1967,Topps,1967,76
Dooley,Womack,,Topps,1967,77
Pat,Corrales,,Topps,1967,78
Bubba,Morton,,Topps,1967,79
Jim,Maloney,,Topps,1967,80
Eddie,Stanky,,Topps,1967,81
Steve,Barber,,Topps,1967,82
Ollie,Brown,,Topps,1967,83
Tommie,Sisk,,Topps,1967,84
Johnny,Callison,,Topps,1967,85
Mike,McCormick NTR 86B,,Topps,1967,86A
George,Altman,,Topps,1967,87
Mickey,Lolich,,Topps,1967,88
Felix,Millan,1967,Topps,1967,89
Jim,Nash,1967,Topps,1967,90
Johnny,Lewis,,Topps,1967,91
Ray,Washburn,,Topps,1967,92
Rookie,Stars -,,Topps,1967,93
Ron,Fairly,,Topps,1967,94
Sonny,Siebert,,Topps,1967,95
Art,Shamsky,,Topps,1967,96
Mike,Cuellar,,Topps,1967,97
Rich,Rollins,,Topps,1967,98
Lee,Stange,,Topps,1967,99
Frank,Robinson,,Topps,1967,100
Ken,Johnson,,Topps,1967,101
Mickey,Mantle,,Topps,1967,103
Minnie,Rojas,1967,Topps,1967,104
Ken,Boyer,,Topps,1967,105
Randy,Hundley,,Topps,1967,106
Joel,Horlen,,Topps,1967,107
Alex,Johnson,,Topps,1967,108
Jack,Aker,,Topps,1967,110
John,Kennedy,,Topps,1967,111
Dave,Nicholson,,Topps,1967,113
Jack,Baldschun,,Topps,1967,114
Paul,Casanova,1967,Topps,1967,115
Herman,Franks,,Topps,1967,116
Bernie,Allen,,Topps,1967,118
Floyd,Robinson,,Topps,1967,120
Eddie,Bressoud,,Topps,1967,121
George,Brunet,,Topps,1967,122
Rookie,Stars -,,Topps,1967,123
Jim,Stewart,,Topps,1967,124
Moe,Drabowsky,,Topps,1967,125
Tony,Taylor,,Topps,1967,126
Ed,Spiezio,1967,Topps,1967,128
Phil,Roof,,Topps,1967,129
Phil,Regan,,Topps,1967,130
Ozzie,Virgil,,Topps,1967,132
Ron,Kline,,Topps,1967,133
Gates,Brown,,Topps,1967,134
Deron,Johnson,,Topps,1967,135
Rookie,Stars -,,Topps,1967,137
Dick,Kelley,,Topps,1967,138
Dalton,Jones,,Topps,1967,139
John,Miller,,Topps,1967,141
Jackie,Brandt,,Topps,1967,142
Sox,Sockers -,,Topps,1967,143
Bill,Hepler,,Topps,1967,144
Larry,Brown,,Topps,1967,145
Steve,Carlton,,Topps,1967,146
Tom,Egan,,Topps,1967,147
Adolfo,Phillips,,Topps,1967,148
Joe,Moeller,,Topps,1967,149
Mickey,Mantle,,Topps,1967,150
World,Series,,Topps,1967,151
World,Series,,Topps,1967,152
World,Series Game,,Topps,1967,153
World,Series,,Topps,1967,154
World,Series,,Topps,1967,155
Ron,Herbel,,Topps,1967,156
Danny,Cater,,Topps,1967,157
Jimmie,Coker,,Topps,1967,158
Bruce,Howard,,Topps,1967,159
Willie,Davis,,Topps,1967,160
Dick,Williams,,Topps,1967,161
Billy,O'Dell,,Topps,1967,162
Vic,Roznovsky,,Topps,1967,163
Cleon,Jones,,Topps,1967,165
Eddie,Mathews,,Topps,1967,166
Rookie,Stars -,,Topps,1967,167
Ray,Culp,,Topps,1967,168
Horace,Clarke,,Topps,1967,169
Dick,McAuliffe,,Topps,1967,170
Cal,Koonce,,Topps,1967,171
Bill,Heath,,Topps,1967,172
St.,Louis,,Topps,1967,173
Dick,Radatz,,Topps,1967,174
Bobby,Knoop,,Topps,1967,175
Sammy,Ellis,,Topps,1967,176
Tito,Fuentes,,Topps,1967,177
John,Buzhardt,,Topps,1967,178
Rookie,Stars -,,Topps,1967,179
Curt,Blefary,,Topps,1967,180
Terry,Fox,,Topps,1967,181
Ed,Charles,,Topps,1967,182
Jim,Pagliaroni,,Topps,1967,183
George,Thomas,,Topps,1967,184
Ken,Holtzman,1967,Topps,1967,185
Mets,Maulers,,Topps,1967,186
Pedro,Ramos,,Topps,1967,187
Ken,Harrelson,,Topps,1967,188
Chuck,Hinton,,Topps,1967,189
Turk,Farrell,,Topps,1967,190
Willie,Mays CL3 191B,,Topps,1967,191A
Fred,Gladding,,Topps,1967,192
Jose,Cardenal,,Topps,1967,193
Bob,Allison,,Topps,1967,194
Al,Jackson,,Topps,1967,195
Johnny,Romano,,Topps,1967,196
Ron,Perranoski,,Topps,1967,197
Chuck,Hiller,,Topps,1967,198
Billy,Hitchcock,,Topps,1967,199
Willie,Mays,,Topps,1967,200
Hal,Reniff,,Topps,1967,201
Johnny,Edwards,,Topps,1967,202
Al,McBean,,Topps,1967,203
Rookie,Stars - Mike Epstein/ Phoebus,1967,Topps,1967,204
Dick,Groat,,Topps,1967,205
Dennis,Bennett,,Topps,1967,206
John,Orsino,,Topps,1967,207
Jack,Lamabe,,Topps,1967,208
Joe,Nossek,,Topps,1967,209
Bob,Gibson,,Topps,1967,210
Chris,Zachary,,Topps,1967,212
Jay,Johnstone,1967,Topps,1967,213
Dick,Kelley,,Topps,1967,214
Ernie,Banks,,Topps,1967,215
Al,Kaline/Norm,,Topps,1967,216
Rob,Gardner,,Topps,1967,217
Wes,Parker,,Topps,1967,218
Clay,Carroll,,Topps,1967,219
Jim,Ray Hart,,Topps,1967,220
Woody,Fryman,,Topps,1967,221
Rookie,Stars -,,Topps,1967,222
Mike,Ryan,,Topps,1967,223
Walt,Bond,,Topps,1967,224
Mel,Stottlemyre,,Topps,1967,225
Julian,Javier,,Topps,1967,226
Paul,Lindblad,,Topps,1967,227
Gil,Hodges,,Topps,1967,228
Larry,Jackson,,Topps,1967,229
Boog,Powell,,Topps,1967,230
John,Bateman,,Topps,1967,231
Don,Buford,,Topps,1967,232
NL,Pitching,,Topps,1967,236
NL,Strikeout,,Topps,1967,238
AL,Batting,,Topps,1967,239
AL,Home Run,,Topps,1967,243
NL,Home Run,,Topps,1967,244
Curt,Flood,,Topps,1967,245
Jim,Perry,,Topps,1967,246
Jerry,Lumpe,,Topps,1967,247
Gene,Mauch,,Topps,1967,248
Nick,Willhite,,Topps,1967,249
Hank,Aaron,,Topps,1967,250
Woody,Held,,Topps,1967,251
Bob,Bolin,,Topps,1967,252
Rookie,Stars -,,Topps,1967,253
Milt,Pappas,,Topps,1967,254
Frank,Howard,,Topps,1967,255
Bob,Hendley,,Topps,1967,256
Charlie,Smith,,Topps,1967,257
Lee,Maye,,Topps,1967,258
Don,Dennis,,Topps,1967,259
Jim,Lefebvre,,Topps,1967,260
John,Wyatt,,Topps,1967,261
Hank,Aguirre,,Topps,1967,263
Ron,Swoboda,,Topps,1967,264
Lou,Burdette,,Topps,1967,265
Pitt,Power -,,Topps,1967,266
Don,Schwall,,Topps,1967,267
Johnny,Briggs,,Topps,1967,268
Don,Nottebart,,Topps,1967,269
Eddie,Watt,,Topps,1967,271
Rookie,Stars -,,Topps,1967,272
Dick,Lines,1967,Topps,1967,273
Bob,Aspromonte,,Topps,1967,274
Fred,Whitfield,,Topps,1967,275
Bruce,Brubaker,,Topps,1967,276
Steve,Whitake,,Topps,1967,277
Jim,Kaat,,Topps,1967,278
Frank,Linzy,,Topps,1967,279
Bob,Rodgers,,Topps,1967,281
John,Odom,,Topps,1967,282
Gene,Alley,,Topps,1967,283
Johnny,Podres,,Topps,1967,284
Lou,Brock,,Topps,1967,285
Wayne,Causey,,Topps,1967,286
Rookie,Stars -,,Topps,1967,287
Denny,Lemaster,,Topps,1967,288
Tom,Tresh,,Topps,1967,289
Bill,White,,Topps,1967,290
Jim,Hannan,,Topps,1967,291
Don,Pavletich,,Topps,1967,292
Ed,Kirkpatrick,,Topps,1967,293
Walter,Alston,,Topps,1967,294
Sam,McDowell,,Topps,1967,295
Glenn,Beckert,,Topps,1967,296
Dave,Morehead,,Topps,1967,297
Ron,Davis,1967,Topps,1967,298
Norm,Siebern,,Topps,1967,299
Jim,Kaat,,Topps,1967,300
Jesse,Gonder,,Topps,1967,301
Gil,Blanco,,Topps,1967,303
Phil,Gagliano,,Topps,1967,304
Earl,Wilson,,Topps,1967,305
Bud,Harrelson,1967,Topps,1967,306
Jim,Beauchamp,,Topps,1967,307
Al,Downing,,Topps,1967,308
Hurlers,Beware,,Topps,1967,309
Gary,Peters,,Topps,1967,310
Ed,Brinkman,,Topps,1967,311
Don,Mincher,,Topps,1967,312
Bob,Lee,,Topps,1967,313
Rookie,Stars -,,Topps,1967,314
Billy,Williams,,Topps,1967,315
Jack,Kralick,,Topps,1967,316
Cesar,Tovar,,Topps,1967,317
Dave,Giusti,,Topps,1967,318
Paul,Blair,,Topps,1967,319
Gaylord,Perry,,Topps,1967,320
Mayo,Smith,,Topps,1967,321
Jose,Pagan,,Topps,1967,322
Hal,Woodeshick,,Topps,1967,324
Chico,Cardenas,,Topps,1967,325
Bob,Uecker,,Topps,1967,326
Clete,Boyer,,Topps,1967,328
Charlie,Lau,,Topps,1967,329
Claude,Osteen,,Topps,1967,330
Joe,Foy,,Topps,1967,331
Jesus,Alou,,Topps,1967,332
Fergie,Jenkins,,Topps,1967,333
Twin,Terrors -,,Topps,1967,334
Bob,Veale,,Topps,1967,335
Joe,Azcue,,Topps,1967,336
Joe,Morgan,,Topps,1967,337
Bob,Locker,,Topps,1967,338
Chico,Ruiz,,Topps,1967,339
Joe,Pepitone,,Topps,1967,340
Rookie,Stars -,,Topps,1967,341
Hank,Fischer,,Topps,1967,342
Tom,Satriano,,Topps,1967,343
Stu,Miller,,Topps,1967,345
Jim,Hickman,,Topps,1967,346
Grady,Hatton,,Topps,1967,347
Tug,McGraw,,Topps,1967,348
Bob,Chance,,Topps,1967,349
Joe,Torre,,Topps,1967,350
Vern,Law,,Topps,1967,351
Ray,Oyler,,Topps,1967,352
Bill,McCool,,Topps,1967,353
Larry,Jaster,1967,Topps,1967,356
Bill,Skowron,,Topps,1967,357
Ruben,Amaro,,Topps,1967,358
Dick,Ellsworth,,Topps,1967,359
Leon,Wagner,,Topps,1967,360
Darold,Knowles,,Topps,1967,362
Davey,Johnson,,Topps,1967,363
Claude,Raymond,,Topps,1967,364
John,Roseboro,,Topps,1967,365
Andy,Kosco,,Topps,1967,366
Rookie,Stars -,,Topps,1967,367
Jack,Hiatt,,Topps,1967,368
Jim,Hunter,,Topps,1967,369
Tommy,Davis,,Topps,1967,370
Jim,Lonborg,,Topps,1967,371
Mike,de la Hoz,,Topps,1967,372
Rookie,Stars -,,Topps,1967,373
Mel,Queen,,Topps,1967,374A
Jake,Gibbs,,Topps,1967,375
Don,Lock,,Topps,1967,376
Luis,Tiant,,Topps,1967,377
Detroit,Tigers,,Topps,1967,378
Jerry,May,,Topps,1967,379
Dean,Chance,,Topps,1967,380
Dick,Schofield,,Topps,1967,381
Dave,McNally,,Topps,1967,382
Ken,Henderson,,Topps,1967,383
Rookie,Stars -,,Topps,1967,384
Jim,Fregosi,,Topps,1967,385
Dick,Selma,,Topps,1967,386
Cap,Peterson,,Topps,1967,387
Arnold,Earley,,Topps,1967,388
Alvin,Dark,,Topps,1967,389
Jim,Wynn,,Topps,1967,390
Wilbur,Wood,,Topps,1967,391
Tommy,Harper,,Topps,1967,392
Jim,Bouton,,Topps,1967,393
Jake,Wood,,Topps,1967,394
Chris,Short,1967,Topps,1967,395
Atlanta,Aces -,,Topps,1967,396
Willie,Smith,,Topps,1967,397
Jeff,Torborg,,Topps,1967,398
Al,Worthington,,Topps,1967,399
Jim,Coates,,Topps,1967,401
Dick,Nen,,Topps,1967,403
Nelson,Briles,,Topps,1967,404
Russ,Snyder,,Topps,1967,405
Lee,Elia,,Topps,1967,406
Jim,Northrup,,Topps,1967,408
Ray,Sadecki,,Topps,1967,409
Lou,Johnson,,Topps,1967,410
Dick,Howser,,Topps,1967,411
Rookie,Stars Norm Miller/ Doug Rader,1967,Topps,1967,412
Jerry,Grote,,Topps,1967,413
Casey,Cox,,Topps,1967,414
Sonny,Jackson,,Topps,1967,415
Roger,Repoz,,Topps,1967,416
Sam,Mele,,Topps,1967,418
Don,Kessinger,,Topps,1967,419
Denny,McLain,,Topps,1967,420
